,id,name,current_price,market_cap,high_24h,last_updated
2448,sentinel-chain,Sentinel Chain,0.00119419,365881.0,0.00119781,2021-10-10T20:08:50.690Z
2449,pylon-network,Pylon Network,0.640212,364999.0,0.638776,2021-10-10T15:58:21.272Z
2450,rito,Rito,0.00022255,364047.0,0.00034934,2021-10-10T20:13:39.149Z
2451,amun-defi-index,Amun DeFi Index,5.96,360883.0,,2021-10-05T04:43:52.955Z
2452,sishi-finance,Sishi Finance,0.40799,359489.0,0.514638,2021-10-10T20:13:30.213Z
2453,hyperion,Hyperion,0.00171502,355960.0,0.00240377,2021-10-10T20:12:37.381Z
2454,redchillies,RedChillies,1.04,354752.0,1.13,2021-10-10T20:06:47.093Z
2455,mybit-token,MyBit Token,0.00196509,353712.0,0.00200526,2021-10-10T19:59:10.418Z
2456,dogecash,DogeCash,0.0219136,353458.0,0.02428004,2021-10-10T19:10:12.364Z
2457,sxag,sXAG,23.21,352683.0,,2021-09-18T07:30:37.350Z
2458,solaris,Solaris,0.152296,352295.0,0.155393,2021-10-10T20:12:44.242Z
2459,niobium-coin,Niobium Coin,0.00526916,352139.0,,2021-10-02T14:00:19.759Z
2460,liquidity-network,Liquidity Network,0.00674135,352025.0,0.00687683,2021-10-10T02:18:05.799Z
2461,lync-network,LYNC Network,0.585768,351110.0,0.585768,2021-09-13T18:46:38.432Z
2462,decent,Decent,0.00641203,351033.0,,2021-09-08T11:00:28.786Z
2463,sechain,SeChain,1.095e-05,350709.0,1.192e-05,2021-10-10T20:10:07.670Z
2464,avaxtars-token,Avaxtars Token,5.9,350622.0,6.75,2021-10-10T19:49:50.462Z
2465,debase,Debase,0.096335,350599.0,,2021-10-09T23:37:36.174Z
2466,tokenbox,Tokenbox,0.03096416,347896.0,0.03172092,2021-10-10T03:31:26.032Z
2467,zlot,zLOT,39.09,347470.0,49.37,2021-10-10T20:08:19.642Z
2468,pepedex,Pepedex,2.73,347462.0,3.28,2021-10-10T20:09:29.813Z
2469,martexcoin,MarteXcoin,0.063257,347024.0,0.06405,2021-10-10T11:30:48.712Z
2470,carlive-chain,Carlive Chain,5.37e-05,346888.0,0.00013831,2021-10-10T19:54:01.391Z
2471,polywhirl,PolyWhirl,0.156964,346187.0,0.172069,2021-10-10T20:13:01.718Z
2472,rotten,Rotten,0.00304229,346003.0,0.00525204,2021-10-10T19:59:20.432Z
2473,facts,FACTS,5.975e-05,345479.0,6.498e-05,2021-10-10T20:08:58.456Z
2474,yearn-secure,Yearn Secure,0.357754,341906.0,0.361579,2021-10-10T17:59:53.154Z
2475,social-rocket,Social Rocket,0.104365,340562.0,0.106103,2021-10-10T17:43:20.205Z
2476,tendies,Tendies,0.04493585,336906.0,0.04991862,2021-10-10T19:40:01.163Z
2477,piedao-yearn-ecosystem-pie,PieDAO Yearn Ecosystem Pie,2.07,336720.0,2.22,2021-10-07T03:12:39.730Z
2478,ferma,Ferma,0.107873,334965.0,,2021-09-11T02:30:36.664Z
2479,ai-doctor,AI Doctor,0.00075526,334410.0,0.00095992,2021-10-10T20:08:42.677Z
2480,peepcoin,Peepcoin,1.81e-06,333633.0,,2021-10-08T22:00:57.254Z
2481,swing,Swing,0.060857,331996.0,0.062984,2021-10-10T19:30:41.447Z
2482,ecoin-2,Ecoin,0.00785007,330600.0,0.00813544,2021-10-10T20:08:16.095Z
2483,fuzex,FuzeX,0.0003872,327557.0,0.00038722,2021-10-09T23:31:13.195Z
2484,1million-token,1Million Token,0.393043,326895.0,0.515107,2021-10-10T04:14:40.887Z
2485,keysians-network,Keysians Network,0.581785,326274.0,0.587457,2021-10-10T20:10:53.592Z
2486,unicly-doki-doki-collection,Unicly Doki Doki Collection,0.00032517,325173.0,0.00031031,2021-10-10T11:35:54.408Z
2487,arionum,Arionum,0.0010123,324588.0,0.00102782,2021-10-10T20:13:44.339Z
2488,the-corgi-of-polkabridge,The Corgi of PolkaBridge,1.0907e-08,323515.0,1.1073e-08,2021-10-10T20:07:05.274Z
2489,kobocoin,Kobocoin,0.01241186,321938.0,,2021-10-10T13:13:15.568Z
2490,horuspay,HorusPay,0.00033679,320167.0,,2021-10-10T02:00:14.580Z
2491,crypto-phoenix,Crypto Phoenix,4.88e-10,319446.0,4.98e-10,2021-10-10T08:41:17.785Z
2492,flynnjamm,FlynnJamm,0.061837,318910.0,,2021-09-17T11:53:40.825Z
2493,rivetz,Rivetz,0.01100241,317126.0,0.01121296,2021-10-10T20:00:34.474Z
2494,better-money,Better Money,0.0555,315651.0,,2021-10-10T17:43:41.566Z
2495,blockmason-credit-protocol,Blockmason Credit Protocol,0.00271812,315090.0,0.00317266,2021-10-10T20:11:37.654Z
2496,savix,Savix,4.22,314445.0,5.63,2021-10-10T14:53:21.174Z
2497,storiqa,Storiqa,2.785e-05,314356.0,,2021-10-09T11:20:53.220Z
2498,method-fi,Method Finance,0.00926464,314219.0,0.00937789,2021-10-10T07:33:50.520Z
2499,hauteclere-shards-2,Hauteclere Shards,9.07,312399.0,,2021-08-26T20:54:04.053Z
2500,covalent-cova,Cova Unity,0.00014978,312194.0,0.00015575,2021-10-10T20:08:11.422Z
2501,l-pesa,Kripton,0.00034275,309044.0,0.00034921,2021-10-10T18:56:41.536Z
2502,rentberry,Rentberry,0.00102036,307610.0,0.00105648,2021-10-10T16:53:39.650Z
2503,dog-owner,Dog Owner,6.28e-10,306161.0,,2021-06-16T05:56:22.365Z
2504,finminity,Finminity,0.142969,306121.0,0.160365,2021-10-10T18:40:47.001Z
2505,goldmint,Goldmint,0.168872,304082.0,,2021-10-05T21:32:12.253Z
2506,unicly-chris-mccann-collection,Unicly Chris McCann Collection,0.30266,302660.0,0.285123,2021-10-09T00:29:47.904Z
2507,singulardtv,SingularDTV,0.00033383,301218.0,0.00054332,2021-10-10T20:13:37.544Z
2508,miss-doge,Miss Doge,5.4e-10,300056.0,5.49e-10,2021-10-10T17:41:56.830Z
2509,morphose,Morphose,7.12,299604.0,,2021-06-16T15:27:04.276Z
2510,impulseven,ImpulseVen,0.352242,299406.0,0.362385,2021-10-10T19:51:39.153Z
2511,elysian,Elysian,0.00257639,296285.0,0.00326868,2021-10-10T19:30:01.292Z
2512,ysl,YSL,5.85,294774.0,5.9,2021-10-10T12:39:10.040Z
2513,typerium,Typerium,0.00039727,293840.0,0.00040261,2021-10-10T20:06:43.074Z
2514,dogeswap,Dogeswap,19.22,292809.0,19.31,2021-10-10T20:06:44.347Z
2515,xion-finance,Xion Finance,0.050695,292498.0,0.052626,2021-10-10T20:11:17.096Z
2516,star-foxx,Star Foxx,2.92084e-07,292084.0,,2021-10-10T01:27:15.390Z
2517,unibot-cash,UniDexBot,374.49,290189.0,385.28,2021-10-10T12:51:36.501Z
2518,bithereum,Bithereum,0.00939054,290036.0,,2021-10-05T03:00:45.305Z
2519,traxia,Traxia,0.00060164,286645.0,0.00060723,2021-10-10T20:03:02.127Z
2520,megacoin,Megacoin,0.00721329,286284.0,0.00725792,2021-10-10T19:52:16.269Z
2521,conjure,Conjure,0.16195,285824.0,0.163088,2021-10-10T15:29:38.544Z
2522,parkgene,Parkgene,0.00097927,283918.0,0.00100231,2021-10-10T20:08:10.414Z
2523,fudfinance,FUD.finance,12.11,283218.0,12.97,2021-10-10T13:29:34.209Z
2524,whirl-finance,Whirl Finance,0.00041461,282064.0,0.00042793,2021-10-10T19:55:42.720Z
2525,hondaiscoin,HondaisCoin,5.54e-06,281848.0,,2021-10-10T18:03:24.698Z
2526,unifund,Unifund,0.00801935,281562.0,0.00801935,2021-10-10T09:13:44.923Z
2527,clash-token,Clash Token,0.180679,276440.0,0.185019,2021-10-10T18:18:50.138Z
2528,sxau,sXAU,2367.87,273899.0,,2021-10-07T10:04:14.279Z
2529,riskmoon,Riskmoon,6.56e-10,273619.0,,2021-10-04T04:05:33.286Z
2530,privacyswap,PrivacySwap,3.57,273381.0,3.65,2021-10-10T20:11:57.062Z
2531,icarus-finance,Icarus Finance,0.07375,272730.0,0.074793,2021-10-10T18:46:57.713Z
2532,blockcdn,BlockCDN,0.00078479,271888.0,0.00081815,2021-10-10T19:16:07.258Z
2533,insanecoin,INSaNe,0.0105274,271663.0,0.01612644,2021-10-10T19:50:10.881Z
2534,rope,Rope,9.64,269901.0,10.33,2021-10-10T18:53:01.379Z
2535,pengolincoin,PengolinCoin,0.00945611,267846.0,0.00966851,2021-10-10T20:07:43.273Z
2536,moonpirate,MoonPirate,8e-12,266596.0,,2021-09-20T04:36:03.723Z
2537,whey,WHEY,0.00333536,265551.0,0.00358169,2021-10-10T19:49:28.162Z
2538,thirm-protocol,Thirm Protocol,2.65,265272.0,,2021-10-06T16:21:09.966Z
2539,fire-protocol,Fire Protocol,0.053061,263054.0,0.056359,2021-10-10T20:10:44.889Z
2540,knoxfs,KnoxFS,0.587645,262302.0,0.660193,2021-10-10T20:06:34.781Z
2541,nftmall,NFTmall,0.156053,260680.0,0.159771,2021-10-10T20:02:54.045Z
2542,bitcoin-scrypt,Bitcoin Scrypt,0.01324504,259705.0,0.013302,2021-10-10T17:30:38.752Z
2543,amun-defi-momentum-index,Amun DeFi Momentum Index,2.7,257076.0,,2021-10-10T08:47:50.218Z
2544,unikoin-gold,Unikoin Gold,0.00170152,254203.0,,2021-10-09T11:00:42.801Z
2545,noah-coin,Noah Decentralized State Coin,8.06e-06,253292.0,1.241e-05,2021-10-10T20:13:44.938Z
2546,cubiex,Cubiex,0.00350849,252094.0,0.01420992,2021-10-10T18:59:54.308Z
2547,sergs,SERGS,0.298938,252067.0,0.294338,2021-10-10T07:17:32.849Z
2548,keep4r,Keep4r,5.94,251989.0,5.97,2021-10-10T20:08:00.282Z
2549,sing-token,Sing Token,0.45127,250372.0,0.502876,2021-10-10T20:05:15.872Z
2550,bscview,Bscview,0.02107948,247877.0,0.02221804,2021-10-10T20:11:45.295Z
2551,ziot,Ziot,0.058855,246453.0,0.058855,2021-10-08T10:36:30.410Z
2552,lunyr,Lunyr,0.090993,245985.0,0.10834,2021-10-10T19:58:21.085Z
2553,oracle-top-5,Oracle Top 5 Index,11.0,245341.0,11.0,2021-10-10T18:28:35.196Z
2554,feed-token,Feed Token,0.00306935,245291.0,0.00308014,2021-10-10T16:36:48.972Z
2555,gems-2,Gems,0.00035218,243340.0,0.0003591,2021-10-10T19:51:12.079Z
2556,dextoken-governance,Dextoken Governance,4.42,243275.0,4.51,2021-10-10T19:56:12.212Z
2557,topb,TOPBTC Token,0.00868792,242866.0,0.0093509,2021-10-10T20:06:49.135Z
2558,etherzero,Ether Zero,0.00120702,240826.0,0.00129432,2021-10-10T19:50:32.600Z
2559,liquidity-dividends-protocol,Liquidity Dividends Protocol,0.00260673,239738.0,0.00260673,2021-10-08T10:45:12.516Z
2560,pkg-token,PKG Token,2.502e-05,237048.0,2.521e-05,2021-10-10T17:43:43.503Z
2561,axe,Axe,0.03619679,237016.0,0.03634129,2021-10-10T20:10:04.788Z
2562,nft-alley,NFT Alley,0.208081,236543.0,0.214578,2021-10-10T20:12:43.246Z
2563,insurepal,InsurePal,0.00104868,234288.0,0.00111497,2021-10-10T20:00:24.299Z
2564,bounty0x,Bounty0x,0.0014231,234213.0,0.00144799,2021-10-10T20:08:54.557Z
2565,catocoin,CatoCoin,0.00388482,233638.0,0.00556322,2021-10-10T20:06:44.913Z
2566,protector-roge,Protector Roge,3e-12,233569.0,3e-12,2021-10-10T20:13:25.203Z
2567,suvereno,Suvereno,0.02837263,230304.0,0.03031745,2021-10-10T20:09:21.055Z
2568,2x2,2X2,0.00055238,230081.0,0.00055371,2021-10-10T18:20:58.738Z
2569,truegame,Truegame,0.00264673,229347.0,0.00270915,2021-10-10T16:36:36.750Z
2570,yftether,YFTether,23.29,228799.0,23.29,2021-10-04T23:45:04.149Z
2571,mushroom,Mushroom,0.31137,227124.0,,2021-10-10T00:55:43.078Z
2572,crypto-kombat,Crypto Kombat,21.92,226191.0,22.23,2021-10-10T19:48:17.848Z
2573,component,Component,0.242905,225383.0,0.251442,2021-10-10T00:38:26.322Z
2574,defiat,DeFiat,0.478834,221814.0,0.481725,2021-10-10T10:35:33.795Z
2575,frogdao-dime,FrogDAO Dime,0.235512,221382.0,0.24038,2021-10-04T14:47:46.162Z
2576,tutti-frutti-finance,Tutti Frutti,0.00099412,220864.0,0.00103559,2021-10-10T20:11:36.555Z
2577,dogeyield,DogeYield,0.00023309,219403.0,0.0002328,2021-10-10T20:06:42.978Z
2578,y-coin,Y Coin,0.01676941,219290.0,0.01683355,2021-10-10T20:12:42.909Z
2579,micromoney,MicroMoney,0.01247817,218779.0,0.01288381,2021-10-10T20:00:19.179Z
2580,membrana-platform,Membrana,0.00082124,218189.0,0.00089772,2021-10-10T20:07:46.147Z
2581,my-farm-pet,My Farm Pet,0.661941,217747.0,0.757205,2021-10-10T20:12:24.934Z
2582,semitoken,Semitoken,0.00119934,217467.0,0.0013131,2021-10-10T07:34:09.022Z
2583,black-phoenix,Black Phoenix,0.00014558,216919.0,0.00014626,2021-10-10T20:06:55.251Z
2584,devery,Devery,0.00343946,216406.0,0.00502477,2021-10-10T18:43:07.261Z
2585,skincoin,SkinCoin,0.00233627,214789.0,,2021-10-09T19:28:40.005Z
2586,midas-dollar,Midas Dollar,0.11623,214034.0,0.115386,2021-10-09T16:53:14.527Z
2587,gapcoin,Gapcoin,0.01269393,213832.0,0.01278983,2021-10-10T19:01:21.371Z
2588,bitcoin-lightning,Block-Logic,0.01054555,213789.0,0.01073745,2021-10-10T20:06:46.191Z
2589,bring,Noir,0.0105274,213523.0,0.01114675,2021-10-10T19:50:06.142Z
2590,gambit,Gambit,0.525708,211055.0,,2021-10-08T04:42:09.961Z
2591,tigereum,TIG Token,0.02341431,210206.0,0.02341431,2021-09-22T10:27:58.779Z
2592,bitwhite,BitWhite,0.00323594,207713.0,0.00341884,2021-10-10T19:21:57.653Z
2593,moneybyte,MoneyByte,0.03241791,206500.0,0.03238421,2021-10-10T13:16:15.313Z
2594,ailink-token,AiLink Token,3.952e-05,204870.0,4.053e-05,2021-10-10T19:41:50.807Z
2595,alt-estate,AltEstate Token,0.00025216,204689.0,0.00032343,2021-10-10T20:08:21.383Z
2596,arcane-bear,arcane bear,0.04245663,203831.0,0.04245663,2021-10-03T22:50:06.462Z
2597,stronghands-masternode,StrongHands Masternode,0.0613,203693.0,0.070884,2021-10-10T07:39:13.054Z
2598,energo,Tesla Token,0.00035095,203230.0,0.00034968,2021-10-10T20:09:02.011Z
2599,promotionchain,PromotionChain,4.467e-05,203127.0,4.867e-05,2021-10-10T20:08:46.090Z
2600,scorum,Scorum,0.02139395,202975.0,0.02334072,2021-10-10T19:16:38.455Z
2601,foresight,Foresight,0.01515889,202492.0,,2021-10-09T12:32:27.228Z
2602,cobinhood,Cobinhood,0.00048614,199804.0,,2021-08-25T17:30:22.569Z
2603,passive-income,Passive Income,40.66,199452.0,40.06,2021-10-10T19:31:17.291Z
2604,molten,Molten,23.18,199361.0,23.18,2021-09-17T20:34:42.073Z
2605,scex,sCEX,7199.96,199268.0,,2021-09-13T20:00:40.884Z
2606,open-predict-token,OpenPredict Token,0.11619,199115.0,0.11619,2021-10-03T18:28:28.994Z
2607,corionx,CorionX,0.00208625,198963.0,0.00211619,2021-10-10T20:11:52.675Z
2608,krypton-token,Krypton Galaxy Coin,0.00022311,198724.0,0.00024633,2021-10-10T20:08:52.272Z
2609,challengedac,ChallengeDAC,7.315e-05,197511.0,,2021-10-09T17:10:15.769Z
2610,nfx-coin,NFX Coin,0.00164122,196657.0,,2021-10-09T04:01:02.798Z
2611,polkadog,Polkadog,0.0028137,195729.0,0.002838,2021-10-05T12:18:31.289Z
2612,thrive,Thrive,0.00164367,195208.0,,2021-10-06T16:19:06.589Z
2613,ubu-finance,UBU Finance,0.01883448,193874.0,0.01960795,2021-10-10T20:08:20.489Z
2614,flux,Datamine FLUX,0.269774,193560.0,0.28148,2021-10-10T20:12:06.054Z
2615,merebel,Merebel,0.01435588,192891.0,0.02059105,2021-10-10T20:10:48.471Z
2616,tacos,Tacos,0.02973459,191624.0,0.03056967,2021-10-07T23:20:13.262Z
2617,ethereum-gold-project,Ethereum Gold Project,3.191e-05,191446.0,3.635e-05,2021-10-10T20:07:58.069Z
2618,plusonecoin,PlusOneCoin,0.01855899,191294.0,0.02217502,2021-10-10T20:06:45.467Z
2619,palletone,PalletOneToken,0.00048068,191073.0,0.00202923,2021-10-10T19:07:46.725Z
2620,rigel-protocol,Rigel Protocol,0.205941,185347.0,0.208662,2021-10-10T20:10:52.169Z
2621,nftmusic,NFTMusic.ai,2.54e-06,184416.0,2.68e-06,2021-10-10T14:51:24.541Z
2622,yfbeta,yfBeta,9.71,184369.0,11.63,2021-10-10T20:10:51.800Z
2623,levin,Levin,0.490535,183877.0,0.505582,2021-10-10T20:11:02.963Z
2624,bitcoinsov,BitcoinSoV,0.04894494,183348.0,0.052874,2021-10-10T20:10:50.325Z
2625,switch,Switch,0.01591182,183347.0,0.01982104,2021-10-10T20:08:05.788Z
2626,bridge-protocol,Bridge Protocol,0.00080032,182550.0,0.00084377,2021-10-10T15:46:38.662Z
2627,pluracoin,PluraCoin,0.00021543,181844.0,0.00029779,2021-10-10T17:14:32.910Z
2628,goatcoin,Goatcoin,289.58,181790.0,302.31,2021-10-10T17:58:13.668Z
2629,starbugs-shards,Starbugs Shards,21.86,180907.0,21.9,2021-10-10T19:04:27.480Z
2630,yam-v2,YAM v2,7.06,180661.0,13.29,2021-10-10T16:11:01.511Z
2631,opus,Opus,0.00126694,177474.0,,2021-10-06T09:29:46.542Z
2632,quinads,QUINADS,1.24e-05,177466.0,1.307e-05,2021-10-10T20:12:40.228Z
2633,llamaswap,LlamaSwap,0.04482708,177272.0,0.04643529,2021-10-10T18:48:00.396Z
2634,iq-cash,IQ.cash,0.00585174,177069.0,0.00728556,2021-10-10T20:10:59.193Z
2635,evil-coin,Evil Coin,0.00830673,177041.0,0.00837132,2021-10-10T02:30:49.592Z
2636,fortuna,Fortuna,0.00052961,176920.0,0.00053584,2021-10-10T16:28:24.075Z
2637,ugchain,ugChain,0.00031571,176008.0,0.00031571,2021-09-03T16:00:05.327Z
2638,arthx,ARTHX,0.00029802,175242.0,0.00029918,2021-10-10T11:11:11.472Z
2639,jointer,Jointer,0.04708391,174888.0,0.04705707,2021-10-10T20:13:43.858Z
2640,swiss-finance,swiss.finance,37.11,172302.0,37.11,2021-09-28T08:53:41.759Z
2641,cake-bank,Cake Bank,3.59e-06,171211.0,4.02e-06,2021-10-10T19:34:38.198Z
2642,aegis,Aegis,0.04115106,170321.0,0.04622718,2021-10-10T20:10:43.678Z
2643,karma-dao,Karma DAO,0.03014842,169440.0,0.03042426,2021-10-10T20:09:37.375Z
2644,safecapital,SafeCapital,0.02714036,169230.0,0.03418689,2021-10-10T20:06:42.266Z
2645,swirl-cash,Swirl Cash,0.129501,168851.0,0.132108,2021-10-10T17:34:49.201Z
2646,trust,TrustDAO,0.00678197,168784.0,0.00678197,2021-10-08T07:21:22.714Z
2647,scriv,SCRIV,0.00162293,168272.0,0.00164026,2021-10-10T19:23:05.820Z
2648,imm,IMM,0.158432,167910.0,0.159292,2021-10-10T07:27:28.565Z
2649,king-arthur,King Arthur,3.62e-10,167656.0,3.66e-10,2021-10-10T17:51:02.877Z
2650,porkswap,PorkSwap,0.314742,166995.0,0.632277,2021-10-10T17:51:56.097Z
2651,lulz,LULZ,16.69,166909.0,16.69,2021-10-10T05:05:41.998Z
2652,srnartgallery-tokenized-arts,srnArtGallery Tokenized Arts,0.00664202,166871.0,0.00676096,2021-10-10T20:03:58.746Z
2653,bitcloud,Bitcloud,0.00442816,166618.0,0.0044646,2021-10-10T17:53:48.606Z
2654,mib-coin,MIB Coin,0.00224158,164886.0,0.00250369,2021-10-10T08:23:42.065Z
2655,werewolf-coin,Werewolf Coin,0.181219,163121.0,0.181953,2021-10-10T20:09:44.190Z
2656,helix,Helix,0.00504258,162991.0,0.0071738,2021-10-10T20:01:23.039Z
2657,sbnb,sBNB,421.13,162630.0,,2021-09-15T12:30:47.410Z
2658,cxn-network,CXN Network,0.00119611,162305.0,,2021-10-08T10:52:15.653Z
2659,crowd-machine,Crowd Machine,0.00010305,161360.0,0.00010271,2021-10-10T19:44:26.269Z
2660,showhand,ShowHand,7.06071e-07,159638.0,9.16126e-07,2021-10-10T19:16:38.194Z
2661,yvs-finance,YVS Finance,0.298479,158769.0,0.303429,2021-10-10T20:14:19.594Z
2662,2acoin,2ACoin,0.01836251,158107.0,0.02076689,2021-10-10T19:50:02.497Z
2663,nestegg-coin,NestEgg Coin,0.00456408,157581.0,0.00529314,2021-10-10T20:06:42.964Z
2664,ethorse,Ethorse,0.00147151,156437.0,,2021-09-27T05:30:43.502Z
2665,deepcloud-ai,DeepCloud AI,0.00383893,155686.0,0.00400337,2021-10-10T20:07:57.310Z
2666,trendering,Trendering,1.55,155097.0,1.75,2021-10-10T19:59:01.932Z
2667,eight-hours,Eight Hours,6.651e-05,154473.0,6.634e-05,2021-10-10T19:44:44.999Z
2668,kind-ads-token,Kind Ads Token,0.00445294,153484.0,,2021-10-09T08:28:03.573Z
2669,bigbom-eco,Bigbom,0.00042139,153382.0,0.00043114,2021-10-10T20:08:02.012Z
2670,srnartgallery,srnArtGallery,0.03822215,152889.0,,2021-09-29T05:11:19.600Z
2671,giga-watt-token,Giga Watt Token,0.02388204,152471.0,,2021-10-08T22:30:47.030Z
2672,token-kennel,Token Kennel,0.02526845,152158.0,0.02584313,2021-10-10T19:04:19.461Z
2673,mchain,Mchain,0.00208066,150746.0,0.00276755,2021-10-10T20:06:43.176Z
2674,intervalue,InterValue,0.00111553,150597.0,0.00183781,2021-10-10T16:19:23.827Z
2675,photon,Photon,3.59e-06,150087.0,3.61e-06,2021-10-10T19:25:32.098Z
2676,daughter-doge,Daughter Doge,2.29149e-07,150086.0,2.32392e-07,2021-10-10T19:36:35.439Z
2677,netkoin,Netkoin,3.234e-05,150062.0,3.383e-05,2021-10-10T17:13:26.715Z
2678,aquachain,Aquachain,0.392083,148540.0,0.392626,2021-10-10T17:30:27.253Z
2679,boutspro,BoutsPro,0.00299605,145654.0,,2021-09-27T22:30:56.790Z
2680,verify,Verify,0.00934794,145077.0,0.00937768,2021-10-10T03:31:36.810Z
2681,midas-dollar-share,Midas Dollar Share,18.23,144359.0,,2021-09-20T00:35:29.600Z
2682,2give,2GIVE,0.00027053,142795.0,,2021-10-04T00:30:53.007Z
2683,yoink,Yoink,0.0026152,142589.0,,2021-09-24T08:32:05.559Z
2684,flashx-ultra,FlashX Ultra,0.00090165,142243.0,0.0009,2021-10-10T20:08:12.349Z
2685,gastoken,GasToken,58.72,142000.0,58.72,2021-09-28T07:35:12.181Z
2686,bata,Bata,0.0282986,141784.0,0.03004172,2021-10-10T20:10:21.355Z
2687,tokens-of-babel,Tokens of Babel,0.167766,141421.0,,2021-10-06T16:13:01.242Z
2688,spaghetti,Spaghetti,0.01066523,140122.0,0.01652091,2021-10-10T01:59:08.635Z
2689,boosted-finance,Boosted Finance,2.14,138837.0,2.22,2021-10-10T20:12:40.815Z
2690,sxmr,sXMR,253.18,137939.0,258.09,2021-09-12T08:31:15.205Z
2691,meridian-network,Meridian Network,0.01260385,137098.0,0.01308845,2021-10-10T20:12:40.900Z
2692,tianyu-finance,Tianyu Finance,0.072481,134616.0,0.079316,2021-10-10T19:25:08.908Z
2693,coil-crypto,Coil,0.732086,134451.0,0.732086,2021-10-10T16:04:19.461Z
2694,variable-time-dollar,Variable Time Dollar,0.01727699,133594.0,0.01727699,2021-09-02T17:05:45.418Z
2695,trade-butler-bot,Trade Butler Bot,74.02,133235.0,74.02,2021-10-08T18:01:59.978Z
2696,yearn-finance-dot,Yearn Finance DOT,10.45,132214.0,110.11,2021-10-10T20:08:18.245Z
2697,force-dao,Force DAO,0.00743592,132006.0,0.00743592,2021-10-09T16:26:15.999Z
2698,cash2,Cash2,0.02012177,132003.0,0.02210464,2021-10-10T19:27:07.846Z
2699,safeinsure,SafeInsure,0.00610347,131740.0,0.00664166,2021-10-10T19:53:49.207Z
2700,xuez,Xuez Coin,0.02549274,131275.0,0.0265755,2021-10-10T20:03:13.691Z
2701,cipher,CIPHER,0.00170454,129993.0,0.00173961,2021-10-10T20:10:51.630Z
2702,proton-token,Proton Token,3.205e-05,129711.0,4.006e-05,2021-10-10T19:56:03.550Z
2703,phoneum,Phoneum,0.00011435,128692.0,0.00011943,2021-10-10T20:09:59.590Z
2704,goswapp,GoSwapp,0.776852,128482.0,,2021-09-19T23:30:52.278Z
2705,bitradio,Bitradio,0.0083111,128294.0,0.00836734,2021-10-10T19:50:35.256Z
2706,apoyield,APOyield,2.168e-05,128065.0,2.168e-05,2021-10-09T08:41:54.675Z
2707,fiscus-fyi,Fiscus FYI,2.59,127832.0,,2021-10-07T23:47:25.679Z
2708,reflector-finance,Reflector.Finance,0.01316366,127719.0,,2021-09-18T00:00:50.645Z
2709,unicly-beeple-collection,Unicly Beeple Collection,0.01272822,127282.0,,2021-09-12T19:49:03.172Z
2710,buy-sell,Buy-Sell,1.33,126905.0,1.33,2021-09-19T15:27:10.556Z
2711,linkcoin-token,LinkCoin Token,0.00047389,126826.0,0.00047962,2021-10-10T20:10:38.135Z
2712,armours,Armours,0.0002821,126439.0,0.00028838,2021-10-10T20:09:40.638Z
2713,ethplode,ETHplode,0.00235462,125410.0,,2021-10-08T20:12:02.940Z
2714,aditus,Aditus,0.00052959,125318.0,0.00056858,2021-10-10T20:00:18.531Z
2715,recharge-finance,Recharge Finance,0.02495231,124762.0,0.02495077,2021-10-09T07:06:03.877Z
2716,elevate,Elevate,0.02836133,124505.0,,2021-10-10T07:26:24.308Z
2717,blocktix,Blocktix,0.00274708,124417.0,,2021-10-09T17:54:06.931Z
2718,kids-cash,Kids Cash,0.117465,123339.0,0.117465,2021-10-05T22:39:49.655Z
2719,rex,Imbrex,0.01410778,123056.0,0.01613758,2021-10-10T16:36:18.155Z
2720,avaluse,Avaluse,0.02156054,122895.0,0.02165031,2021-10-10T20:05:36.582Z
2721,igtoken,IGToken,3.526e-05,122655.0,3.602e-05,2021-10-10T20:08:31.235Z
2722,litecoin-plus,Litecoin Plus,0.03904077,122087.0,0.0440706,2021-10-10T19:54:25.586Z
2723,masternet,Masternet,0.00078731,121820.0,,2021-09-02T08:40:13.174Z
2724,crystal-token,Crystal Token,0.00616672,119392.0,0.0066763,2021-10-10T20:12:44.520Z
2725,atbcoin,ATBCoin,0.00281902,118507.0,0.00284368,2021-10-10T02:00:51.231Z
2726,sxtz,sXTZ,6.38,117903.0,,2021-09-20T09:17:38.073Z
2727,rug-proof,Rug Proof,0.075373,117695.0,0.075373,2021-09-27T09:24:16.297Z
2728,metawhale-gold,Metawhale Gold,0.144545,116511.0,0.16693,2021-10-10T08:55:07.818Z
2729,wandx,WandX,0.0071716,114841.0,0.00718403,2021-09-15T10:52:22.539Z
2730,cargo-gems,Cargo Gems,0.02366679,114823.0,0.02366679,2021-09-22T16:19:09.663Z
2731,mantis-network,Mantis Network,0.060492,112860.0,0.061363,2021-10-10T20:06:41.803Z
2732,sensitrust,Sensitrust,0.0576,112218.0,0.057459,2021-10-10T20:13:46.449Z
2733,litebar,LiteBar,0.080859,112144.0,0.080939,2021-10-10T06:30:20.502Z
2734,ormeuscoin,Ormeus Coin,0.00656091,111812.0,0.0065892,2021-10-10T20:06:43.000Z
2735,pria,PRIA,2.6,111598.0,2.62,2021-10-10T10:30:23.375Z
2736,oros-finance,OROS.finance,2.2804e-08,111322.0,2.3426e-08,2021-10-10T19:33:27.891Z
2737,hurify,Hurify,0.00049597,107851.0,0.00049597,2021-10-10T09:03:11.967Z
