,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
5081,viking-legend,viking,Viking Legend,https://assets.coingecko.com/coins/images/17591/large/Viking_256.png?1628579292,1.3099e-08,0.0,,65496.0,0.00826918,,,,,,,0.0,5000000000000.0,5000000000000.0,1.90651e-07,-93.12919,2021-08-10T07:47:27.097Z,7.376e-09,77.59232,2021-08-13T17:12:53.253Z,,2021-10-09T01:32:00.320Z
5082,dragon-egg,dregg,Dragon Egg,https://assets.coingecko.com/coins/images/18486/large/HnXCKTH.png?1632183818,2.74,0.0,,684751.0,36346.0,2.85,2.5,0.120879,4.61702,0.0,0.0,0.0,80512.0,250000.0,27.5,-90.00956,2021-09-21T08:51:27.689Z,2.5,9.95088,2021-10-10T03:11:03.678Z,,2021-10-10T20:09:17.863Z
5083,birb,birb,Birb,https://assets.coingecko.com/coins/images/17244/large/logo200_%2818%29.png?1626937183,0.102253,0.0,,10225326.0,143079.0,0.104189,0.096518,-0.000339783858,-0.3312,0.0,0.0,0.0,99762161.0,100000000.0,0.348726,-70.71061,2021-07-25T10:48:33.023Z,0.055518,83.97693,2021-07-22T07:00:50.298Z,,2021-10-10T20:13:03.677Z
5084,nifty-token,nfty,Nifty Token,https://assets.coingecko.com/coins/images/18584/large/nfty_logo.png?1632551145,0.551537,0.0,,2757683.0,3655.08,0.562968,0.547639,-0.006783007563,-1.2149,0.0,0.0,0.0,5000000.0,5000000.0,0.573799,-3.87976,2021-10-08T09:06:50.782Z,0.415953,32.59577,2021-09-26T07:54:50.549Z,,2021-10-10T19:59:29.667Z
5085,eosblack,black,eosBLACK,https://assets.coingecko.com/coins/images/6036/large/eosblack.png?1547041983,0.00025948,0.0,,,2913.23,0.0002902,0.00018917,-2.1977193e-05,-7.8085,0.0,0.0,0.0,3000000000.0,,0.401634,-99.93674,2018-11-25T14:45:21.894Z,4.81e-10,52802973.98067,2020-08-09T14:19:00.777Z,,2021-10-10T20:08:14.786Z
5086,acryptosi,acsi,ACryptoSI,https://assets.coingecko.com/coins/images/13307/large/favicon-200x200.png?1607327420,3.75,0.0,,,102743.0,4.03,3.75,-0.226726398398,-5.69741,0.0,0.0,0.0,54161.0,,168.2,-97.77137,2021-02-19T15:09:13.571Z,0.37563,897.92886,2021-01-02T07:59:45.789Z,,2021-10-10T20:09:22.157Z
5087,evai,evai,Evai,https://assets.coingecko.com/coins/images/15900/large/Y2vRAvVa_400x400.png?1622411129,0.416417,0.0,,,49834.0,0.418249,0.399333,0.00325982,0.789,0.0,0.0,0.0,1000000000.0,,0.619838,-32.81849,2021-06-08T17:14:48.720Z,0.315061,32.17017,2021-07-14T06:33:45.699Z,,2021-10-10T19:28:57.321Z
5088,xpandacoin,xpc,XPandaCoin,https://assets.coingecko.com/coins/images/17904/large/200-200.png?1629774455,0.01851738,0.0,,1851738.0,831.53,0.03079781,0.01953679,-0.012280435663,-39.87438,0.0,0.0,0.0,100000000.0,100000000.0,1.6,-98.84424,2021-08-24T03:26:27.768Z,0.01851738,0.0,2021-10-10T17:14:35.291Z,,2021-10-10T17:14:35.291Z
5089,pigeoncoin,pgn,Pigeoncoin,https://assets.coingecko.com/coins/images/3856/large/pigeon-logo-final-draft-1024px-circle.png?1547038916,0.00017961,0.0,,,256250.0,0.00024761,0.00015075,2.387e-05,15.32868,0.0,0.0,0.0,21000000000.0,,0.00351228,-94.86156,2019-11-21T04:07:50.334Z,2.583e-05,598.83147,2020-10-03T03:03:06.266Z,,2021-10-10T20:12:23.731Z
5090,3x-short-cardano-token,adabear,3X Short Cardano Token,https://assets.coingecko.com/coins/images/10232/large/683JEXMN_400x400_%281%29.png?1576618766,2.0048e-08,0.0,,,5464.64,2.0116e-08,1.0004e-08,3.5e-11,0.17603,0.0,0.0,0.0,,,6073.49,-100.0,2019-12-28T03:47:30.413Z,9.637e-09,108.0419,2021-09-06T03:50:15.870Z,,2021-10-10T19:46:50.134Z
5091,augury-finance,omen,Augury Finance,https://assets.coingecko.com/coins/images/16573/large/omen.PNG?1624498786,0.03184638,0.0,,,16939.25,0.03289247,0.03098492,-0.000967211451,-2.94759,0.0,0.0,0.0,16336205.0,,0.714192,-95.55751,2021-06-25T12:41:28.507Z,0.01643544,93.04564,2021-08-21T21:52:19.336Z,,2021-10-10T20:13:01.923Z
5092,my-defi-legends,dlegends,My DeFi Legends,https://assets.coingecko.com/coins/images/18006/large/my_defi_legends.png?1630157431,0.00235797,0.0,,,25565.0,0.00254646,0.00210122,0.00019617,9.07443,0.0,0.0,0.0,246499968.97985,,0.01715779,-86.33807,2021-08-28T18:35:10.960Z,0.00105824,121.50774,2021-09-25T21:21:28.546Z,,2021-10-10T20:13:41.489Z
5093,galaxy-adventure,gla,Galaxy Adventure,https://assets.coingecko.com/coins/images/18494/large/logo1_%285%29.png?1632207841,0.00165173,0.0,,1651727.0,5932.14,0.00179721,0.00164249,-8.7393206e-05,-5.02514,0.0,0.0,0.0,590185139.0,1000000000.0,0.00832756,-80.16552,2021-09-21T07:26:52.292Z,0.00164249,0.56232,2021-10-10T19:50:57.778Z,,2021-10-10T20:04:27.090Z
5094,bzedge,bze,BZEdge,https://assets.coingecko.com/coins/images/7814/large/BZEdge_Color_icon.png?1550777497,7.058e-05,0.0,,,368.08,0.00010746,7.047e-05,-9.48444e-07,-1.32603,0.0,0.0,0.0,3030000000.0,,0.00753896,-99.06384,2019-05-22T22:35:10.556Z,4.61e-06,1432.22247,2020-11-15T08:52:51.569Z,,2021-10-10T19:11:17.626Z
5095,daxhund,dxh,Daxhund,https://assets.coingecko.com/coins/images/14861/large/logo_coingecko.png?1618808438,1.975e-05,0.0,,,4.64,,,,,0.0,0.0,0.0,100000000.0,,0.088295,-99.97764,2021-04-19T09:55:24.530Z,1.975e-05,0.0,2021-10-10T09:59:47.813Z,,2021-10-10T09:59:47.813Z
5096,bidipass,bdp,BidiPass,https://assets.coingecko.com/coins/images/3890/large/AxiFAoHc_400x400.jpg?1567461770,0.0005735,0.0,,,33.39,0.00057398,0.00039917,0.00017402,43.56109,0.0,0.0,0.0,1500000000.0,,0.16101,-99.64381,2019-09-06T11:24:17.075Z,0.00011671,391.37852,2021-01-22T06:44:12.341Z,"{'times': -0.9885300022665029, 'currency': 'usd', 'percentage': -98.8530002266503}",2021-10-10T16:11:16.702Z
5097,huskyshiba,hshiba,HuskyShiba,https://assets.coingecko.com/coins/images/15517/large/hshiba.PNG?1621117994,1.63e-10,0.0,,,26.73,1.65e-10,1.61e-10,-2e-12,-1.20098,0.0,0.0,0.0,1000000000000000.0,,2.183e-09,-92.54327,2021-05-16T07:38:55.085Z,1.03e-10,58.65834,2021-06-22T14:00:52.098Z,,2021-10-10T09:57:03.423Z
5098,maya-preferred-223,mayp,Maya Preferred,https://assets.coingecko.com/coins/images/8081/large/2u0OXhT9_400x400.png?1554426529,72062.0,0.0,,14412353712409.0,360.31,,,,,,,0.0,200000000.0,200000000.0,409444.0,-82.40008,2021-05-10T19:35:28.208Z,2.12,3403080.16484,2020-04-22T14:09:37.462Z,,2021-10-08T06:30:54.297Z
5099,stingdefi,sdfi,StingDefi,https://assets.coingecko.com/coins/images/14738/large/download_%2819%29.png?1618004015,0.651005,0.0,,,15526.47,0.821103,0.399873,-0.111803067735,-14.65678,0.0,0.0,0.0,98131.0,,14.52,-95.41759,2021-04-10T01:16:17.165Z,0.165097,302.97249,2021-10-02T02:24:39.993Z,,2021-10-10T20:08:17.108Z
5100,bitcoinmoney,bcm,BitcoinMoney,https://assets.coingecko.com/coins/images/9322/large/ZdoYrfw.png?1566256380,0.00042938,0.0,,,0.236062,,,,,,,0.0,21000000.0,,0.071027,-99.39546,2019-11-07T09:49:12.911Z,2.093e-05,1951.09721,2020-12-17T10:13:23.687Z,,2021-10-08T08:38:42.859Z
5101,gaberise,gabr,GabeRise,https://assets.coingecko.com/coins/images/16794/large/gabe.PNG?1625036583,1.53e-10,0.0,,,2.17,,,,,,,0.0,1000000000000000.0,,1.82e-10,-15.53771,2021-09-06T01:30:50.304Z,9.9e-11,54.47902,2021-07-20T10:30:29.681Z,,2021-10-05T15:44:06.486Z
5102,alium-swap,alm,Alium Swap,https://assets.coingecko.com/coins/images/15621/large/alium.jpg?1621338989,0.092004,0.0,,,28190.0,0.104315,0.091742,-0.010995346134,-10.6752,0.0,0.0,0.0,,,0.400301,-77.0135,2021-06-10T21:04:39.848Z,0.052184,76.32979,2021-09-29T03:41:48.928Z,,2021-10-10T20:10:20.907Z
5103,eaglecoin-2,elc,EagleCoin,https://assets.coingecko.com/coins/images/17195/large/eaglecoin.PNG?1626839333,2.41,0.0,,71242912.0,2911263.0,2.93,2.12,0.123638,5.41436,0.0,0.0,0.0,29000000.0,29000000.0,6.34,-55.86347,2021-08-27T04:19:41.854Z,0.01203514,23147.60719,2021-08-10T17:48:47.984Z,,2021-10-10T20:13:45.688Z
5104,rechain,rech,ReChain,https://assets.coingecko.com/coins/images/15164/large/simple_logo_%281%29.png?1620008069,7.7285e-08,0.0,,,0.671478,,,,,,,0.0,10000000000000.0,,3.32e-06,-97.67215,2021-05-10T07:20:36.535Z,7.2965e-08,5.92087,2021-09-13T15:00:30.288Z,,2021-09-19T10:30:49.658Z
5105,eternal-oasis,etos,Eternal Oasis,https://assets.coingecko.com/coins/images/18286/large/oasis.PNG?1631255877,3.52,0.0,,,64.39,4.51,4.46,-0.990305580034,-21.97104,0.0,0.0,0.0,,,22.54,-84.39663,2021-09-14T02:33:12.127Z,1.21,191.86816,2021-09-27T10:51:26.898Z,,2021-10-10T18:49:09.846Z
5106,eos-eth,eeth,EOS ETH,https://assets.coingecko.com/coins/images/7223/large/Screen_Shot_2018-12-20_at_2.18.50_PM.png?1547043806,6.95e-06,0.0,,,0.0,,,,,,,0.0,100000000.0,,147.16,-100.0,2018-12-24T05:56:48.224Z,1.02e-06,581.63978,2020-01-28T05:00:15.530Z,,2021-10-05T13:41:56.399Z
5107,sienna-erc20,wsienna,Sienna [ERC-20],https://assets.coingecko.com/coins/images/15420/large/sienna.jpeg?1620782072,23.27,0.0,,,1363241.0,24.76,16.1,6.96,42.64077,0.0,0.0,0.0,,,25.26,-9.78791,2021-05-12T09:08:21.426Z,4.6,395.27005,2021-07-20T13:45:38.241Z,,2021-10-10T20:10:24.235Z
5108,upcoin,upcoin,Upcoin,https://assets.coingecko.com/coins/images/17077/large/Upcoin-logo.png?1626152950,7.10786e-07,0.0,,,5719.38,7.91576e-07,7.37743e-07,-4.2094e-08,-5.59113,0.0,0.0,0.0,500000000000.0,,2.244e-05,-96.71205,2021-07-15T01:31:57.398Z,6.483e-08,1037.97231,2021-07-20T08:59:33.102Z,,2021-10-10T20:09:38.319Z
5109,obic,obic,OBIC,https://assets.coingecko.com/coins/images/12401/large/png-300x300.png?1599559020,0.545713,0.0,,,46.68,0.549238,0.271146,0.274566,101.26128,0.0,0.0,0.0,20000000.0,,6.66,-91.80804,2020-09-11T05:36:27.465Z,0.00235394,23082.93868,2020-10-13T08:59:49.765Z,,2021-10-10T02:42:43.132Z
5110,tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/Tokenize.png?1561602968,8.22,0.0,,,10184705.0,8.79,8.12,-0.513397051856,-5.87655,0.0,0.0,0.0,100000000.0,,9.04,-9.53046,2021-10-09T13:49:14.198Z,0.111255,7253.30986,2019-04-28T00:00:00.000Z,"{'times': 27.3062863647589, 'currency': 'usd', 'percentage': 2730.6286364758903}",2021-10-10T20:09:38.582Z
5111,anime-vault-nftx,anime,ANIME Vault (NFTX),https://assets.coingecko.com/coins/images/18356/large/anime.png?1631604891,1220.54,0.0,,,1218.42,,,,,0.0,0.0,0.0,27.0,,1782.4,-31.52285,2021-09-16T22:24:18.567Z,881.89,38.40076,2021-09-26T09:05:52.589Z,,2021-10-10T12:32:21.030Z
5112,channels,can,Channels,https://assets.coingecko.com/coins/images/14093/large/KpSUqAH.png?1614229582,0.02321001,0.0,,,533523.0,0.02411747,0.02301435,-0.000481476718,-2.03228,0.0,0.0,0.0,10000000.0,,84.31,-99.97239,2021-02-25T14:18:03.078Z,0.02082245,11.79511,2021-09-26T08:25:19.213Z,,2021-10-10T20:14:29.693Z
5113,bilaxy-token,bia,Bilaxy Token,https://assets.coingecko.com/coins/images/8110/large/bilaxy.png?1575880944,0.01575217,0.0,,,0.0,0.01575217,0.01575217,0.0,0.0,,,0.0,2000000000.0,,0.03916336,-59.77829,2021-04-12T10:28:15.328Z,0.00090797,1634.87302,2020-03-19T17:10:39.735Z,,2021-09-24T20:57:58.214Z
5114,0-5x-long-matic-token,matichalf,0.5X Long Matic Token,https://assets.coingecko.com/coins/images/11990/large/683JEXMN_400x400.png?1596688092,74045.0,0.0,,,5002.07,76451.0,76210.0,-2401.947526592441,-3.14196,0.0,0.0,0.0,,,89417.0,-17.1913,2021-05-27T06:55:56.413Z,5855.59,1164.5266,2020-11-05T21:44:12.454Z,,2021-10-10T17:24:20.547Z
5115,oxo-farm,oxo,OXO.Farm,https://assets.coingecko.com/coins/images/15107/large/OXO200.png?1619734005,0.02898774,0.0,,,18860.54,0.03750966,0.02891972,-0.005040803466,-14.81346,0.0,0.0,0.0,45000.0,,50.01,-99.94187,2021-05-05T07:16:47.825Z,0.02583264,12.53212,2021-10-06T14:37:40.354Z,,2021-10-10T20:13:45.203Z
5116,octree-finance,oak,Octree Finance,https://assets.coingecko.com/coins/images/16848/large/octree.PNG?1625448689,2.94,0.0,,,1539.9,3.05,2.94,-0.108740439419,-3.56787,0.0,0.0,0.0,99999.0,,7.48,-60.69122,2021-08-20T16:30:36.670Z,2.6,13.01888,2021-09-28T18:12:14.576Z,,2021-10-10T19:20:43.565Z
5117,face-vault-nftx,face,FACE Vault (NFTX),https://assets.coingecko.com/coins/images/17039/large/FACE.png?1626146356,435.87,0.0,,,0.0,,,,,,,0.0,47.0,,1549.14,-71.86404,2021-09-07T03:39:48.265Z,198.35,119.75108,2021-09-24T02:48:23.406Z,,2021-09-26T07:29:50.288Z
5118,inflation-hedging-coin,ihc,Inflation Hedging Coin,https://assets.coingecko.com/coins/images/18835/large/ihc.PNG?1633566421,0.00196865,0.0,,1968653624.0,431706.0,0.00208025,0.00189616,6.356e-05,3.33629,0.0,0.0,0.0,1000000000000.0,1000000000000.0,0.00261277,-23.57031,2021-10-08T16:39:24.969Z,0.00177511,12.49647,2021-10-09T17:10:13.484Z,,2021-10-10T20:13:08.001Z
5119,venus-reward-token,vrt,Venus Reward Token,https://assets.coingecko.com/coins/images/15734/large/vrt-venus-token.png?1621750113,0.00118157,0.0,,,360356.0,0.00123539,0.00115062,-1.0465803e-05,-0.87798,0.0,0.0,0.0,,,0.01474414,-91.93794,2021-05-27T09:38:01.231Z,0.0008918,33.29085,2021-09-26T08:12:29.639Z,,2021-10-10T20:14:14.923Z
5120,matic-aave-aave,maaave,Matic Aave Interest Bearing AAVE,https://assets.coingecko.com/coins/images/14077/large/maAAVE.png?1614158144,297.12,0.0,,,1113.17,309.87,295.78,-10.546099094559,-3.42774,0.0,0.0,0.0,3930.178,,666.93,-55.44945,2021-05-18T21:32:26.199Z,176.45,68.38567,2021-06-26T08:59:36.502Z,,2021-10-10T19:57:55.869Z
5121,samzn,samzn,sAMZN,https://assets.coingecko.com/coins/images/14948/large/sAMZN.png?1619129008,3778.73,0.0,,,43040.0,,,,,,,0.0,2.67375283401024,,3788.73,-0.26392,2021-07-09T16:01:00.064Z,3184.1,18.6751,2021-06-07T17:15:52.467Z,,2021-07-09T21:30:05.178Z
5122,honor-token,honor,Honor Token,https://assets.coingecko.com/coins/images/16654/large/Qkj26Aj.png?1624599365,0.00313909,0.0,,,2524.45,0.00323613,0.00303068,-3.9388283e-05,-1.23922,0.0,0.0,0.0,10474389.0,,1.14,-99.72274,2021-06-25T19:00:19.455Z,0.00286233,10.05028,2021-10-07T13:09:13.534Z,,2021-10-10T20:07:28.494Z
5123,macoin,beck,Macoin,https://assets.coingecko.com/coins/images/17168/large/logo.png?1626870016,0.00049895,0.0,,,42.62,0.00050564,0.00049951,-6.697203e-06,-1.32449,0.0,0.0,0.0,420000000.0,,0.00828977,-93.98119,2021-07-19T09:47:23.394Z,0.00039598,26.00117,2021-09-28T18:16:07.445Z,,2021-10-10T19:14:31.512Z
5124,musk,musk,Musk,https://assets.coingecko.com/coins/images/6614/large/1aCM-fLB_400x400.jpg?1547042815,0.00047129,0.0,,,36614.0,0.00048809,0.00042472,2.963e-05,6.70897,0.0,0.0,0.0,1000000000.0,,0.01208896,-96.10464,2019-05-14T02:13:29.082Z,0.00033222,41.7442,2020-12-23T23:03:41.226Z,,2021-10-10T20:08:43.856Z
5125,vira-lata-finance,reau,Vira-Lata Finance,https://assets.coingecko.com/coins/images/15173/large/1LU1ujd.png?1622175606,4.999e-09,0.0,,,78.61,5.11e-09,3.906e-09,-7e-12,-0.1485,0.0,0.0,0.0,1000000000000000.0,,8.133e-05,-99.99385,2021-05-12T23:49:47.629Z,5.01e-10,898.23354,2021-09-01T01:48:34.680Z,,2021-10-10T19:50:54.978Z
5126,timelockcoin,tym,TimeLockCoin,https://assets.coingecko.com/coins/images/11882/large/timelockcoin.png?1595740653,0.00221944,0.0,,,18.22,0.00276895,0.00164079,0.00056728,34.3355,0.0,0.0,0.0,50000000.0,,134.97,-99.99836,2020-07-29T16:58:30.977Z,0.00081225,173.24659,2021-06-15T06:27:52.233Z,,2021-10-10T19:53:47.568Z
5127,pokmonsters,pok,Pokmonsters,https://assets.coingecko.com/coins/images/18615/large/logo200x200_%289%29.png?1632697613,0.04943749,0.0,,,3026044.0,0.074804,0.03618168,-0.011804674036,-19.2754,0.0,0.0,0.0,98734997.0,,0.117494,-57.94549,2021-10-08T10:42:03.828Z,0.00552869,793.73208,2021-10-06T10:23:41.967Z,,2021-10-10T20:09:37.616Z
5128,bitsou,btu,Bitsou,https://assets.coingecko.com/coins/images/8378/large/61B3F6DFA9584DDAA760E74B12D6FAD3.png?1557823748,0.00035319,0.0,,,293.84,0.0004327,0.00035031,-7.9450143e-05,-18.36397,0.0,0.0,0.0,2000000000.0,,0.01487897,-97.62624,2021-04-21T00:19:56.115Z,8.915e-05,296.15837,2020-03-13T02:02:26.517Z,,2021-10-10T18:39:34.096Z
5129,gamecredits,game,GameCredits,https://assets.coingecko.com/coins/images/193/large/XlQmXoU.png?1595304945,0.139129,0.0,,,69718.0,0.143654,0.136563,0.00123489,0.89554,0.0,0.0,0.0,200000000.0,,6.67,-97.91814,2018-01-13T00:00:00.000Z,3.25e-06,4269898.9113,2014-11-01T00:00:00.000Z,,2021-10-10T20:09:36.707Z
5130,pegasus,pgs,Pegasus,https://assets.coingecko.com/coins/images/9646/large/pgs.PNG?1570179224,5.498e-05,0.0,,,0.0,,,,,,,0.0,10000000000.0,,0.088564,-99.93793,2019-10-19T08:30:10.494Z,5.488e-05,0.17228,2021-09-11T04:02:11.140Z,,2021-09-28T03:03:07.740Z
5131,dogen-finance,dogen,Dogen Finance,https://assets.coingecko.com/coins/images/15454/large/dogen_logo.png?1620887346,3.54925e-07,0.0,,116896.0,262.22,3.58594e-07,3.58594e-07,-3.668e-09,-1.02302,0.0,0.0,0.0,329353414410.232,329353414410.232,1.481e-05,-97.60387,2021-05-13T09:34:01.323Z,2.44655e-07,45.07182,2021-07-20T04:26:37.992Z,,2021-10-10T13:41:35.577Z
5132,one-hundred-coin-2,one,One Hundred Coin,https://assets.coingecko.com/coins/images/12083/large/EeQxp4uXoAELNCS.jpg?1597008386,5.514e-05,0.0,,,83.1,0.00011155,5.461e-05,5.28521e-07,0.96773,0.0,0.0,0.0,99999999999.0,,0.02936231,-99.8122,2020-08-10T01:04:46.598Z,5.407e-05,1.99072,2021-10-09T01:39:11.480Z,,2021-10-10T18:32:28.182Z
5133,wrapped-avax,wavax,Wrapped AVAX,https://assets.coingecko.com/coins/images/15075/large/wrapped-avax.png?1629873618,59.11,0.0,,,174025260.0,61.2,58.74,-1.287138457174,-2.13101,0.0,0.0,0.0,,,79.76,-26.07411,2021-09-23T08:10:28.455Z,9.4,527.39155,2021-07-20T10:19:26.018Z,,2021-10-10T20:11:14.315Z
5134,dogira,dogira,Dogira,https://assets.coingecko.com/coins/images/14634/large/IQgaRw0.png?1622439620,0.00578015,0.0,,5752201.0,21726.0,0.00614725,0.00567078,-0.000179568441,-3.01304,0.0,0.0,0.0,1000000000.0,1000000000.0,0.661524,-99.13046,2021-05-12T03:08:54.633Z,5.21571e-07,1102759.69834,2021-09-23T12:22:36.338Z,,2021-10-10T20:13:04.062Z
5135,17813-bradford,realtoken-s-17813-bradford-st-detroit-mi,"RealT Token - 17813 Bradford St, Detroit, MI 48205",https://assets.coingecko.com/coins/images/16606/large/17813-Bradford-hero-1.jpeg?1624544519,49.52,0.0,,59421.0,0.0,,,,,,,0.0,,1200.0,83.47,-40.67947,2021-08-12T14:47:31.093Z,44.96,10.13994,2021-07-01T17:35:48.722Z,,2021-10-09T18:34:38.903Z
5136,stib-token,sti,StiB,https://assets.coingecko.com/coins/images/10059/large/200x200_%281%29.png?1576674116,0.00069177,0.0,,,3.39,,,,,,,0.0,8000000000.0,,0.00534114,-87.04822,2020-02-28T14:48:58.687Z,2e-05,3359.61427,2020-07-11T18:08:41.482Z,,2021-09-26T16:59:56.292Z
5137,warranty-chain,wac,Warranty Chain,https://assets.coingecko.com/coins/images/9376/large/logo512.png?1566773777,0.00110515,0.0,,,0.00022103,,,,,0.0,0.0,0.0,21000000.0,,3.05,-99.96371,2019-08-28T15:37:42.382Z,0.0006402,72.62426,2020-05-28T08:27:20.360Z,,2021-10-10T15:42:47.974Z
5138,rhinos-finance,rho,Rhinos Finance,https://assets.coingecko.com/coins/images/17695/large/rhinos.PNG?1628978740,1.0841e-08,0.0,,,9191.48,1.1819e-08,1.0687e-08,-8.25e-10,-7.07449,0.0,0.0,0.0,100000000000000.0,,1.0891e-07,-90.08854,2021-08-15T21:05:36.051Z,7.717e-09,39.88554,2021-09-21T21:26:10.850Z,,2021-10-10T20:12:49.225Z
5139,gold-secured-currency,gsx,Gold Secured Currency,https://assets.coingecko.com/coins/images/15858/large/gsx.PNG?1622165632,0.03881907,0.0,,,3944799.0,0.04194105,0.03792054,0.00023852,0.61823,0.0,0.0,0.0,30000000000.0,,0.077585,-49.59514,2021-06-07T14:47:58.031Z,0.03180284,22.96618,2021-09-29T18:21:47.339Z,,2021-10-10T20:11:47.073Z
5140,solarmoon,solar,Solarmoon,https://assets.coingecko.com/coins/images/17805/large/196284873_107740531529163_654745816856139759_n.png?1629292878,7.311e-09,0.0,,,19665.56,7.737e-09,7.27e-09,-3.48e-10,-4.53849,0.0,0.0,0.0,1000000000000000.0,,5.4058e-08,-86.49369,2021-08-24T08:32:21.437Z,0.0,274044458.02036,2021-08-23T11:37:14.041Z,,2021-10-10T20:08:23.042Z
5141,moon,moon,r/CryptoCurrency Moons,https://assets.coingecko.com/coins/images/11222/large/Moons.png?1589620193,0.216098,0.0,,,22939.0,0.258373,0.190436,0.01907883,9.68374,0.0,0.0,0.0,250000000.0,,1.56,-86.19405,2021-09-06T04:47:18.654Z,0.00820811,2528.73411,2020-12-25T10:14:07.107Z,,2021-10-10T20:06:15.600Z
5142,bsha3,bsha3,BSHA3,https://assets.coingecko.com/coins/images/10572/large/43217235.png?1580942584,0.01837999,0.0,,,0.14704,0.02051986,0.01833759,-0.001096452646,-5.62964,0.0,0.0,0.0,21000000.0,,0.355454,-94.82915,2020-11-01T23:30:06.599Z,0.0021038,773.65804,2020-03-16T22:57:15.643Z,,2021-10-10T19:00:53.935Z
5143,yaki-gold,yag,Yaki Gold,https://assets.coingecko.com/coins/images/18030/large/V6wG7jI.png?1630295335,0.00137567,0.0,,688605.0,116733.0,0.00144683,0.00135538,-3.5946417e-05,-2.54648,0.0,0.0,0.0,500000000.0,500000000.0,0.02492701,-94.41385,2021-09-02T16:21:11.922Z,0.00135538,2.73564,2021-10-10T10:44:20.769Z,,2021-10-10T20:14:09.429Z
5144,whitehole-bsc,whole,WhiteHole_BSC,https://assets.coingecko.com/coins/images/13084/large/wormhole.finance.png?1604984651,2.53,0.0,,,976.08,,,,,0.0,0.0,0.0,30000.0,,4.11,-38.42436,2020-11-10T05:52:02.128Z,0.465231,443.48895,2020-12-23T16:45:57.703Z,,2021-10-10T09:13:45.222Z
5145,15039-ward,realtoken-s-15039-ward-ave-detroit-mi,"RealT Token - 15039 Ward Ave, Detroit, MI 48227",https://assets.coingecko.com/coins/images/16632/large/15039-Ward-hero-1.jpeg?1624554456,49.22,0.0,,59064.0,0.0,49.31,49.22,-0.088834622636,-0.18016,,,0.0,,1200.0,87.52,-43.76116,2021-08-12T15:02:54.708Z,43.79,12.38892,2021-07-01T20:31:54.831Z,,2021-10-09T19:41:56.091Z
5146,ecodollar,ecos,EcoDollar,https://assets.coingecko.com/coins/images/11892/large/76924843_107011987442370_399404981838413824_o.png?1595815679,0.00054549,0.0,,,0.04789362,0.00059353,0.00054549,-4.8046006e-05,-8.09494,0.0,0.0,0.0,100002530027.0,,1.86,-99.97068,2020-07-27T14:29:07.980Z,0.00020499,166.10099,2021-09-20T15:08:28.562Z,,2021-10-10T02:00:43.734Z
5147,3x-long-privacy-index-token,privbull,3X Long Privacy Index Token,https://assets.coingecko.com/coins/images/12015/large/683JEXMN_400x400__1_.png?1596693428,49.16,0.0,,,322.83,49.86,48.62,-0.64,-1.28514,0.0,0.0,0.0,,,14187.33,-99.65349,2021-04-17T04:42:33.778Z,23.17,112.18078,2021-09-28T23:58:04.689Z,,2021-10-10T12:42:50.359Z
5148,enterdao,entr,EnterDAO,https://assets.coingecko.com/coins/images/18684/large/89443191.png?1632967634,3.98,0.0,,398206127.0,656187.0,4.03,2.77,1.19,42.76474,0.0,0.0,0.0,100000000.0,100000000.0,10.02,-60.44706,2021-09-30T05:21:18.546Z,2.18,81.85381,2021-10-07T16:15:25.159Z,,2021-10-10T20:13:21.898Z
5149,whale-vault-nftx,whale,WHALE Vault (NFTX),https://assets.coingecko.com/coins/images/18347/large/whale.png?1631603573,848.6,0.0,,,0.0,,,,,0.0,0.0,0.0,71.0,,1002.85,-15.38149,2021-09-14T07:19:39.349Z,603.78,40.54694,2021-09-22T14:26:25.025Z,,2021-10-10T00:52:50.924Z
5150,aster,atc,Aster,https://assets.coingecko.com/coins/images/17325/large/atc.png?1627311439,0.02081152,0.0,,,8409.16,0.02092748,0.02086218,-8.2990288e-05,-0.39719,0.0,0.0,0.0,1000000000.0,,0.068147,-69.46081,2021-08-29T15:42:32.479Z,0.01896848,9.71631,2021-07-27T07:36:23.607Z,,2021-10-10T14:50:05.701Z
5151,maya-coin,maya,Maya Coin,https://assets.coingecko.com/coins/images/9325/large/coinlogo.png?1566266922,0.00164849,0.0,,,2.91,0.0039178,0.00165819,-0.002269303895,-57.92298,0.0,0.0,0.0,250000000.0,,1.1,-99.85032,2019-08-23T23:15:34.714Z,0.00028794,472.50394,2021-09-28T12:44:25.201Z,,2021-10-10T12:40:35.926Z
5152,robbocoach,rbc,RobboCoach,https://assets.coingecko.com/coins/images/9470/large/44253150_1924911751144729_6098731381385330688_n.png?1567675194,0.00055269,0.0,,,1.84,,,,,,,0.0,,,0.98995,-99.94417,2019-09-11T20:29:35.653Z,9.612e-05,475.01346,2020-07-25T17:04:12.878Z,,2021-10-08T08:23:53.616Z
